台灣頻道,#genre#
公视,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv042
民视,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv002
民视,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv155
民视台湾,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv001
民视第一,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv003
民视综艺,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv004
台视,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv066
台视财经,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv056
中天亚洲,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv109
猪哥亮歌厅秀,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv006
时尚运动,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv014
韩国娱乐,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv016
台湾戏剧,http://litv.zapi.us.kg/4gTV/?id=litv-longturn22
八大精彩,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv034
八大综合,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv039
客家电视,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv043
非凡商业,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv048
古典音乐,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv059
ELTA娱乐,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv070
国际财经,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv104
东森财经,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv153
龙华日韩,http://litv.zapi.us.kg/4gTV/?id=litv-longturn11
龙华偶像,http://litv.zapi.us.kg/4gTV/?id=litv-longturn12
龙华戏剧,http://litv.zapi.us.kg/4gTV/?id=litv-longturn18(无声)
龙华经典,http://litv.zapi.us.kg/4gTV/?id=litv-longturn21
FGM gold电影,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv011&?$情缘IPTV
anc电影,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv017(无声)
靖洋戏剧,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv045(无声)
采昌影剧,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv049
靖天映画,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv055
靖天戏剧,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv058
靖天电影,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv061
CATCHPLAY电影,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv076
爱放动漫,http://litv.zapi.us.kg/4gTV/?id=litv-ftv15
靖洋卡通,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv057
靖天卡通,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv044
靖天综合,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv046
靖天日本,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv047
靖天欢乐,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv054
靖天育乐,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv062
靖天国际,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv063
靖天资讯,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv065
博斯无限,http://litv.zapi.us.kg/4gTV/?id=litv-longturn10
博斯无限2,http://litv.zapi.us.kg/4gTV/?id=litv-longturn13
亚州旅游,http://litv.zapi.us.kg/4gTV/?id=litv-longturn17
视纳华仁纪实,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv013
Smart知识台,http://litv.zapi.us.kg/4gTV/?id=litv-longturn19
达文西,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv018
ELTV生活英语,http://litv.zapi.us.kg/4gTV/?id=litv-longturn20
好消息,http://litv.zapi.us.kg/4gTV/?id=litv-ftv16
好消息2台,http://litv.zapi.us.kg/4gTV/?id=litv-ftv17
GinxTV,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv053
TRACE SPORTS STARS,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv077
阿里郎,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv079
MEZZO LIVE,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv083
台视HD,http://etv.xhgvip.top/120.php?id=44
民视HD,http://etv.xhgvip.top/120.php?id=43
中视HD,http://etv.xhgvip.top/120.php?id=45
华视HD,http://etv.xhgvip.top/120.php?id=46
公视HD,http://etv.xhgvip.top/120.php?id=47
八大综合台,http://etv.xhgvip.top/120.php?id=55
八大第一台,http://etv.xhgvip.top/120.php?id=56
八大戏剧台,http://etv.xhgvip.top/120.php?id=57
中天综合台,http://etv.xhgvip.top/120.php?id=61
中天娱乐台,http://etv.xhgvip.top/120.php?id=62
中天亚洲台,http://etv.xhgvip.top/120.php?id=60
美亚电影台,http://etv.xhgvip.top/120.php?id=94
东森综合台,http://etv.xhgvip.top/120.php?id=66
东森戏剧台,http://etv.xhgvip.top/120.php?id=67
东森电影台,http://etv.xhgvip.top/120.php?id=86
东森洋片台,http://etv.xhgvip.top/120.php?id=87
龙祥电影台,http://etv.xhgvip.top/120.php?id=85
龙华电影台,http://etv.xhgvip.top/120.php?id=93
龙华戏剧台,http://etv.xhgvip.top/120.php?id=90
龙华偶像台,http://etv.xhgvip.top/120.php?id=91
龙华洋片台,http://etv.xhgvip.top/120.php?id=92
纬来电影台,http://etv.xhgvip.top/120.php?id=89
靖洋戏剧台,http://etv.xhgvip.top/120.php?id=53
三立综合台,http://etv.xhgvip.top/120.php?id=51
三立台湾台,http://etv.xhgvip.top/120.php?id=52
三立都会台,http://etv.xhgvip.top/120.php?id=54
爱尔达综合,http://etv.xhgvip.top/120.php?id=58
爱尔达影剧,http://etv.xhgvip.top/120.php?id=59
EYETV旅游,http://etv.xhgvip.top/120.php?id=63
EYETV戏剧,http://etv.xhgvip.top/120.php?id=64
台视综合台,http://etv.xhgvip.top/120.php?id=48
民视台湾台,http://etv.xhgvip.top/120.php?id=49
民视第一台,http://etv.xhgvip.top/120.php?id=50
东森超视台,http://etv.xhgvip.top/120.php?id=68
中天新闻台,http://etv.xhgvip.top/120.php?id=255
中天新闻2,http://etv.xhgvip.top/120.php?id=266
东森新闻台,http://etv.xhgvip.top/120.php?id=75
TVBSHD,http://etv.xhgvip.top/120.php?id=77
环宇新闻台,http://etv.xhgvip.top/120.php?id=76
TVBS新闻台,http://etv.xhgvip.top/120.php?id=78
三立新闻台,http://etv.xhgvip.top/120.php?id=79
中视新闻台,http://etv.xhgvip.top/120.php?id=80
台视新闻台,http://etv.xhgvip.top/120.php?id=81
民视新闻台,http://etv.xhgvip.top/120.php?id=84
唐人街亚太,http://etv.xhgvip.top/120.php?id=129
爱尔达体育4,http://etv.xhgvip.top/120.php?id=72
好莱坞电影,http://etv.xhgvip.top/120.php?id=88
华纳电影台,http://etv.xhgvip.top/120.php?id=100
Thrill惊悚台,http://etv.xhgvip.top/120.php?id=37
BOO恐怖台,http://etv.xhgvip.top/120.php?id=114
HBO HD,http://etv.xhgvip.top/120.php?id=95
HBO_HITS,http://etv.xhgvip.top/120.php?id=96
HBO 温馨家庭,http://etv.xhgvip.top/120.php?id=97
CINEMAX,http://etv.xhgvip.top/120.php?id=98
AXN HD,http://etv.xhgvip.top/120.php?id=99
Movies Now HD,http://etv.xhgvip.top/120.php?id=101
Star Movies HD,http://etv.xhgvip.top/120.php?id=102
KIX,http://etv.xhgvip.top/120.php?id=34
AXN,http://etv.xhgvip.top/120.php?id=35
FGM,http://etv.xhgvip.top/120.php?id=151
Fashion Box,http://etv.xhgvip.top/120.php?id=36
Animax,http://etv.xhgvip.top/120.php?id=39
Animax,http://etv.xhgvip.top/120.php?id=38
Love Nature 4K(HK),http://etv.xhgvip.top/120.php?id=40
tvN (HK),http://etv.xhgvip.top/120.php?id=41
爱自然4K,http://etv.xhgvip.top/120.php?id=42
动物星球,http://etv.xhgvip.top/120.php?id=108
国家地理,http://etv.xhgvip.top/120.php?id=109
国家野生,http://etv.xhgvip.top/120.php?id=110
探索台湾,http://etv.xhgvip.top/120.php?id=73
探索频道,http://etv.xhgvip.top/120.php?id=74
BBC Earth HD,http://etv.xhgvip.top/120.php?id=111
BBC Earth Lifestyle,http://etv.xhgvip.top/120.php?id=112
MTV Live,http://etv.xhgvip.top/120.php?id=113
CN卡通,http://etv.xhgvip.top/120.php?id=65
美食星球台,http://etv.xhgvip.top/120.php?id=69
亚洲美食台,http://etv.xhgvip.top/120.php?id=70
亚洲旅游台,http://etv.xhgvip.top/120.php?id=71
民視,rtmp://f13h.mine.nu/sat/tv051
台視,rtmp://f13h.mine.nu/sat/tv071
中視,rtmp://f13h.mine.nu/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111
東森超視,rtmp://f13h.mine.nu/sat/tv331
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
DAZN1,rtmp://f13h.mine.nu/sat/tv731
DAZN2,rtmp://f13h.mine.nu/sat/tv741
MoMo綜合,rtmp://f13h.mine.nu/sat/tv761
緯來日本,rtmp://f13h.mine.nu/sat/tv771
東森超視,rtmp://f13h.mine.nu/sat/tv331
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
緯來體育,rtmp://220.130.201.73/sat/tv721
緯來日本,rtmp://220.130.201.73/sat/tv771
東森超視,rtmp://220.130.201.73/sat/tv331
中天新聞台,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天電視2台,http://cdn.iptv8k.top/dl/jspd.php?id=23
中天亞洲台,http://cdn.iptv8k.top/dl/jspd.php?id=12
環宇新聞台,http://cdn.iptv8k.top/dl/jspd.php?id=7
中天新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8541/.m3u8
壹新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8548/.m3u8
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8
中華小當家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC電影,http://61.221.215.25:8800/hls/43/index.m3u8
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHK世界,http://61.221.215.25:8800/hls/51/index.m3u8
八大第壹,http://61.221.215.25:8800/hls/55/index.m3u8
八大綜合,http://61.221.215.25:8800/hls/56/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
民視第壹,http://37.27.111.214:8080/live/4/hls.m3u8
民視台灣,http://37.27.111.214:8080/live/5/hls.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
CMUSIC音樂,http://37.27.111.214:8080/live/72/hls.m3u8
博斯運動1,http://37.27.111.214:8080/live/14/hls.m3u8
TVBS歡樂,http://37.27.111.214:8080/live/24/hls.m3u8
博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8
東森新聞,http://37.27.111.214:8080/live/20/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
東森新聞,http://37.27.111.214:8080/live/20/hls.m3u8
三立,http://37.27.111.214:8080/live/31/hls.m3u8
民視灣,http://37.27.111.214:8080/live/5/hls.m3u8
龍華日韓,http://37.27.111.214:8080/live/42/hls.m3u8
龍華戲劇,http://37.27.111.214:8080/live/41/hls.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
中視經典,http://37.27.111.214:8080/live/47/hls.m3u8
中視青采,http://37.27.111.214:8080/live/48/hls.m3u8
環宇灣,http://37.27.111.214:8080/live/63/hls.m3u8
公視戲劇,http://37.27.111.214:8080/live/87/hls.m3u8
CINEMA WORLD,http://37.27.111.214:8080/live/30/hls.m3u8
全球財經,http://37.27.111.214:8080/live/64/hls.m3u8
華視新聞,http://37.27.111.214:8080/live/8/hls.m3u8
互動英語,http://37.27.111.214:8080/live/54/hls.m3u8
Nickelodeon,http://37.27.111.214:8080/live/12/hls.m3u8
CinemaWorld,http://37.27.111.214:8080/live/30/hls.m3u8
LOVE NATURE,http://37.27.111.214:8080/live/84/hls.m3u8
ROCK ACTION,http://37.27.111.214:8080/live/94/hls.m3u8
TECH STORM,http://37.27.111.214:8080/live/80/hls.m3u8
劇3,http://37.27.111.214:8080/live/111/hls.m3u8
哆啦A夢,http://37.27.111.214:8080/live/107/hls.m3u8
劇2,http://37.27.111.214:8080/live/109/hls.m3u8
鏡新聞,http://37.27.111.214:8080/live/62/hls.m3u8
BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
豬哥亮,http://37.27.111.214:8080/live/35/hls.m3u8
劇,http://37.27.111.214:8080/live/108/hls.m3u8
探案,http://37.27.111.214:8080/live/11/hls.m3u8
DW NEWS,http://37.27.111.214:8080/live/46/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
hokkotv,http://37.27.111.214:8080/live/1/hls.m3u8
電影,http://37.27.111.214:8080/live/11/hls.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
中視,http://37.27.111.214:8080/live/7/hls.m3u8
華視,http://37.27.111.214:8080/live/8/hls.m3u8
影迷,http://37.27.111.214:8080/live/92/hls.m3u8
中視,http://37.27.111.214:8080/live/7/hls.m3u8
超人,http://37.27.111.214:8080/live/110/hls.m3u8
綜藝,http://37.27.111.214:8080/live/67/hls.m3u8
影劇,http://37.27.111.214:8080/live/88/hls.m3u8
旅遊,http://37.27.111.214:8080/live/82/hls.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
KOREA,http://37.27.111.214:8080/live/52/hls.m3u8
TVBS,http://37.27.111.214:8080/live/23/hls.m3u8
ROCK,http://37.27.111.214:8080/live/70/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
momo,http://37.27.111.214:8080/live/3/hls.m3u8
LUXE,http://37.27.111.214:8080/live/86/hls.m3u8
MTV,http://37.27.111.214:8080/live/25/hls.m3u8
MCE,http://37.27.111.214:8080/live/98/hls.m3u8
VOA,http://37.27.111.214:8080/live/45/hls.m3u8
elta生活旅遊,http://37.27.111.214:8080/live/85/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
靖洋戲居,http://37.27.111.214:8080/live/17/hls.m3u8
靖天電影,http://37.27.111.214:8080/live/18/hls.m3u8
環宇財經,http://37.27.111.214:8080/live/65/hls.m3u8
智林體育,http://37.27.111.214:8080/live/77/hls.m3u8
東森購物,http://37.27.111.214:8080/live/66/hls.m3u8
人間衛視,http://37.27.111.214:8080/live/101/hls.m3u8
八大綜合,http://37.27.111.214:8080/live/21/hls.m3u8
幸福空間,http://37.27.111.214:8080/live/26/hls.m3u8
東森購物,http://37.27.111.214:8080/live/61/hls.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8
LIFE TIME,http://37.27.111.214:8080/live/71/hls.m3u8
動畫,http://37.27.111.214:8080/live/57/hls.m3u8
TV5 MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
PET CLUB,http://37.27.111.214:8080/live/81/hls.m3u8
FESTIVAL,http://37.27.111.214:8080/live/83/hls.m3u8
動漫2,http://37.27.111.214:8080/live/106/hls.m3u8
HakkaTV,http://37.27.111.214:8080/live/1/hls.m3u8
動漫,http://37.27.111.214:8080/live/105/hls.m3u8
nickjr,http://37.27.111.214:8080/live/22/hls.m3u8
CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
居家,http://37.27.111.214:8080/live/26/hls.m3u8
GOOD2,http://37.27.111.214:8080/live/99/hls.m3u8
TiTV,http://37.27.111.214:8080/live/2/hls.m3u8
NHK,http://61.221.215.25:8800/hls/51/index.m3u8
三立戏剧台,P2p://generationnexxxt.com:19806/3e3919a7f09443d1b07bdea99f22e42f
龙华戏剧,P2p://generationnexxxt.com:19806/b3526dee03424c8090e6d4d5e787c56b
靖天戏剧台,P2p://generationnexxxt.com:19806/08786346511f4fbbbbfe0c4e72ad9409
靖洋戏剧台,P2p://generationnexxxt.com:19806/0089fb08f1b448b99c18ce438a9f7fc5
东森戏剧台,P2p://generationnexxxt.com:19806/d6863286fa4a40cbbf9f93bd5c1e5733
八大戏剧台,P2p://generationnexxxt.com:19806/a5393bab3516410fb2bd81ea2329f7b3
纬来戏剧台,P2p://generationnexxxt.com:19806/8a65b7456abb49f0bd564d6741cd4542
EYE TV戏剧台,P2p://generationnexxxt.com:19806/bffdd8e7cb994d9e80a697632cf0a40f
爱尔达影剧台,P2p://generationnexxxt.com:19806/d2fc333d45044f419b16748a28ac19c5
亚洲剧台,P2p://generationnexxxt.com:19806/08cc25f383fd45e8b063efb2b2708dbc
东森戏剧台(B),P2p://generationnexxxt.com:19806/4c925da5e039498a85b4d3fa0bfb5910
中视新闻台,P2p://generationnexxxt.com:19806/75f4ea0339f14b62b1df49ede1723daa
寰宇新闻台,P2p://generationnexxxt.com:19806/33c00ed7adda475f9afe8adbd600bd9a
华视新闻,P2p://generationnexxxt.com:19806/ad4759ce4ff244efaa766154165e5d39
NHK新闻资讯台,P2p://generationnexxxt.com:19806/6dd38f99d9ca484aa3f0a2a50f60ba0f
无线新闻台(备),P2p://147.135.39.171:9906/66141a3d000c7a12f94c49ad085f4fe9
无线新闻台,P2p://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0
CGTN,P2p://generationnexxxt.com:19806/1b5e656dd2604b7e9af1133db1f40955
BBC World News,P2p://generationnexxxt.com:19806/68b66fcb526a469c95968a8a62c27f01
CNBC,P2p://generationnexxxt.com:19806/0c7b37b4c3254709945af2916fe4848b
Bloomberg TV,P2p://generationnexxxt.com:19806/b7a11fd04a2f4a44acdab32693edee1e
CNA,P2p://generationnexxxt.com:19806/061076408ecc4e4c97af6cbe74f897d9
壹电视新闻台,P2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b
年代新闻(备),P2p://generationnexxxt.com:19806/00b0fb08552945cbbaf718f9d815ca73
东森新闻台,P2p://generationnexxxt.com:19806/311e31668d704df7ade8a4d5e745d49b
中天新闻台,P2p://generationnexxxt.com:19806/1180a44e6cef425e826c3e798f7f3ea9
民视新闻台,P2p://generationnexxxt.com:19806/96f9b2974a86449f9a6f881b4e23ca03
三立新闻台,P2p://generationnexxxt.com:19806/27c4d09b970a447dae2ef153650b7ac1
TVBS新闻台,P2p://generationnexxxt.com:19806/53f80a10fb054d5ab0649a59980025a9
东森财经新闻台,P2p://generationnexxxt.com:19806/5634f613b7f84f81a5c56a6af4311d57
非凡新闻台,P2p://generationnexxxt.com:19806/3d7f2e1d0e04407ba29c656092041b09
TNN 16,P2p://generationnexxxt.com:19806/7462454333594bef83cd252fa653d14e
JKN 18,P2p://generationnexxxt.com:19806/5e7619bcc3d648419a7be15d55b0a6df
三立iNEWS,P2p://generationnexxxt.com:19806/6ec25b8c951a47cfb921435fb1968c16
Sky News,P2p://generationnexxxt.com:19806/82241dd85d9e4dad885f1c12b11e3d2e
Euronews,P2p://generationnexxxt.com:19806/43dedaf8037e43ceb06f46baa4391692
France24,P2p://generationnexxxt.com:19806/cff5534d052046bf8a4d8b2047aaa7c0
600TV,P2p://generationnexxxt.com:19806/cc580b16770e42c081a08a4ee737b28b
非凡商业台,P2p://generationnexxxt.com:19806/75d635caf96142a3807ed6c5f7e6240d
CBSN,P2p://generationnexxxt.com:19806/3d6d0c5a24e847369695ae867576a4e9
Fox News,P2p://generationnexxxt.com:19806/a6e8a65e41004e1dbc0ee1c762a5d30e
NDTV,P2p://generationnexxxt.com:19806/ed51f8ce798c4eb6b1d55d499370d722
ABC Australia,P2p://generationnexxxt.com:19806/cab3e899c937431f812c75c84b5cdf5f
台视新闻台,P2p://generationnexxxt.com:19806/3e72f4e960264195b41106221611a5a7
寰宇新闻台湾台,P2p://generationnexxxt.com:19806/eca259193814499a8bea04411ffceb1e
台视财经台,P2p://generationnexxxt.com:19806/adf452cad7a246ca8ccc8301f8184c6e
CNN,P2p://generationnexxxt.com:19806/88e503d015b54c75866ce86732601017
now财经台,P2p://generationnexxxt.com:19806/f0dd1f92af2845c2abd2ff29aff2b8ca
东森新闻台(备),P2p://generationnexxxt.com:19806/f848bf771436495b9ce252af20bea6e2
镜新闻,P2p://generationnexxxt.com:19806/65372d81bcb84ef4b76dd34a6f0e32bc
now新闻台,P2p://generationnexxxt.com:19806/86a69c6de155405ba916819e2634aa74
Fox News,P2p://generationnexxxt.com:19806/f8b4af1fac554568956d500f533ed0cf
BBC World News,P2p://generationnexxxt.com:19806/f666946be06f45e8a2e08ebf1136d385
CNN USA,P2p://generationnexxxt.com:19806/2c9b8717e3bc4b01b2a76d8ae7ad9776
CBC News,P2p://generationnexxxt.com:19806/fda21da704634e48b989ed9d33807e01
MSNBC,P2p://generationnexxxt.com:19806/81bf2e7056d94f06a8efb784036f8d38
CTV News,P2p://generationnexxxt.com:19806/236beb5caf9a4a66afcca1d7cc0a104d
Business News Network,P2p://generationnexxxt.com:19806/0634014988a34226a3a034b527309099
CP24,P2p://generationnexxxt.com:19806/1e461dd783af47a395e0bb79180148d2
The Weather Network,P2p://generationnexxxt.com:19806/95294525f47d423081bec37b4a5f1537
The Weather Channel,P2p://generationnexxxt.com:19806/118d5553ab4e4acc946d08c9d2299949
香港国际财经台,P2p://generationnexxxt.com:19806/bddf0c6b88474142a2cab7219a93af54
年代新闻,P2p://generationnexxxt.com:19806/f8c807d770a8429da9d058b516902907
中天新闻台(B),P2p://147.135.39.171:9906/668829a300087a07bea90b34300003a6
无线新闻台(B),P2p://generationnexxxt.com:19806/132be793de424970abd09ef9fe09db07
now财经台(B),P2p://generationnexxxt.com:19806/415e15f33f8b4b5b95a400a406abd534
Fox News(B),P2p://generationnexxxt.com:19806/95842d0c7228442a91d0e8a46a8ee1c9
三立iNEWS(B),P2p://generationnexxxt.com:19806/1d4ae63a90fa4f77b866e6f907a2c82c
香港国际财经台(B),P2p://generationnexxxt.com:19806/b6594fa379204fc5b11ba4bc3fe7d932
BBC World News(B),P2p://generationnexxxt.com:19806/7fa4771def7c4896b1b9ea7e022f278c
now新闻台(B),P2p://generationnexxxt.com:19806/b9ba3f0b06b14fe69ac2cbf51c77d816
三立新闻台(B),P2p://generationnexxxt.com:19806/69427a93f58247d1a31f424cbadc6c4d
东森新闻台(B),P2p://generationnexxxt.com:19806/e9f96143b31a4e869309a60c27c66bc4
