台灣頻道,#genre#
靖天日本,http://cookies.elementfx.com/ublive/ublive.php?id=108
靖天歡樂,http://cookies.elementfx.com/ublive/ublive.php?id=51
三立綜合,http://cookies.elementfx.com/ublive/ublive.php?id=315
三立綜合,http://cookies.elementfx.com/ublive/ublive.php?id=2815
靖天資訊,http://cookies.elementfx.com/ublive/ublive.php?id=49
靖天綜合,http://cookies.elementfx.com/ublive/ublive.php?id=308
中視經典,http://cookies.elementfx.com/ublive/ublive.php?id=185
中視菁采,http://cookies.elementfx.com/ublive/ublive.php?id=74
TVBS精采,http://cookies.elementfx.com/ublive/ublive.php?id=66
TVBS精采,http://cookies.elementfx.com/ublive/ublive.php?id=117
年代much,http://cookies.elementfx.com/ublive/ublive.php?id=1359
ELTA綜合,http://cookies.elementfx.com/ublive/ublive.php?id=1137
東森購物3,http://cookies.elementfx.com/ublive/ublive.php?id=1584
MOMO購物1,http://cookies.elementfx.com/ublive/ublive.php?id=1585
MOMO購物2,http://cookies.elementfx.com/ublive/ublive.php?id=1586
美好購物1,http://cookies.elementfx.com/ublive/ublive.php?id=1591
美好購物2,http://cookies.elementfx.com/ublive/ublive.php?id=1592
大立電視,http://cookies.elementfx.com/ublive/ublive.php?id=1593
國會頻道１,http://cookies.elementfx.com/ublive/ublive.php?id=2614
國會頻道2,http://cookies.elementfx.com/ublive/ublive.php?id=420
海豚綜合,http://cookies.elementfx.com/ublive/ublive.php?id=262
台灣地震監視,http://cookies.elementfx.com/ublive/ublive.php?id=2637
中視經典綜藝,http://cookies.elementfx.com/ublive/ublive.php?id=2773
第一名電視,http://cookies.elementfx.com/ublive/ublive.php?id=216
誠心電視,http://cookies.elementfx.com/ublive/ublive.php?id=495
萬秀豬王,http://cookies.elementfx.com/ublive/ublive.php?id=2978
三立新聞,http://cookies.elementfx.com/ublive/ublive.php?id=43
三立新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2794
三立新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2392
三立新聞+,http://cookies.elementfx.com/ublive/ublive.php?id=320
東森新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1025
東森新聞4,http://cookies.elementfx.com/ublive/ublive.php?id=2766
東森新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1358
東森新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2393
東森亞洲,http://cookies.elementfx.com/ublive/ublive.php?id=3
中天新聞2台,http://cookies.elementfx.com/ublive/ublive.php?id=152
中天新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2420
民視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2395
民視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=13
TVBS新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2736
TVBS新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2
TVBS新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2396
東森財經,http://cookies.elementfx.com/ublive/ublive.php?id=2397
東森財經,http://cookies.elementfx.com/ublive/ublive.php?id=12
華視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2424
華視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1171
三立iNEWS,http://cookies.elementfx.com/ublive/ublive.php?id=6
台視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2399
台視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1
中視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2400
寰宇新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2401
寰宇新聞,http://cookies.elementfx.com/ublive/ublive.php?id=304
寰宇財經,http://cookies.elementfx.com/ublive/ublive.php?id=2536
公視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=20
寰宇臺灣,http://cookies.elementfx.com/ublive/ublive.php?id=87
年代新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2719
年代新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1099
壹新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2777
壹新聞,http://cookies.elementfx.com/ublive/ublive.php?id=494
台視財經,http://cookies.elementfx.com/ublive/ublive.php?id=300
鏡新聞mnews,http://cookies.elementfx.com/ublive/ublive.php?id=463
三立国際,http://cookies.elementfx.com/ublive/ublive.php?id=2285
CBN News,http://cookies.elementfx.com/ublive/ublive.php?id=499
東森戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=2825
東森戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=321
八大戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=81
緯來戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=2727
緯來戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=339
東森電影,http://cookies.elementfx.com/ublive/ublive.php?id=350
東森電影,http://cookies.elementfx.com/ublive/ublive.php?id=2720
緯來電影,http://cookies.elementfx.com/ublive/ublive.php?id=2728
緯來電影,http://cookies.elementfx.com/ublive/ublive.php?id=3252
HBO HD,http://cookies.elementfx.com/ublive/ublive.php?id=332
HBO HD,http://cookies.elementfx.com/ublive/ublive.php?id=2823
東森洋片,http://cookies.elementfx.com/ublive/ublive.php?id=1128
壹電影,http://cookies.elementfx.com/ublive/ublive.php?id=2284
好萊塢電影,http://cookies.elementfx.com/ublive/ublive.php?id=37
愛爾達影劇,http://cookies.elementfx.com/ublive/ublive.php?id=500
CineMAX,http://cookies.elementfx.com/ublive/ublive.php?id=346
靖天映畫,http://cookies.elementfx.com/ublive/ublive.php?id=349
靖洋戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=319
緯來精彩,http://cookies.elementfx.com/ublive/ublive.php?id=2280
EYE戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=191
三立戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=64
三立戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=2819
龍華偶像,http://cookies.elementfx.com/ublive/ublive.php?id=385
霹靂臺灣,http://cookies.elementfx.com/ublive/ublive.php?id=1339
靖天電影,http://cookies.elementfx.com/ublive/ublive.php?id=110
美亞電影,http://cookies.elementfx.com/ublive/ublive.php?id=375
HBOSignature,http://cookies.elementfx.com/ublive/ublive.php?id=329
HBOSignature,http://cookies.elementfx.com/ublive/ublive.php?id=2824
HBO Hits,http://cookies.elementfx.com/ublive/ublive.php?id=330
采昌影劇,http://cookies.elementfx.com/ublive/ublive.php?id=62
采昌影劇,http://cookies.elementfx.com/ublive/ublive.php?id=2804
影迷數位電影,http://cookies.elementfx.com/ublive/ublive.php?id=497
影迷數位電影,http://cookies.elementfx.com/ublive/ublive.php?id=2800
龍華戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=365
龍華戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=2796
龍華經典,http://cookies.elementfx.com/ublive/ublive.php?id=100
龍翔時代,http://cookies.elementfx.com/ublive/ublive.php?id=373
AXN臺灣,http://cookies.elementfx.com/ublive/ublive.php?id=2816
天映經典,http://cookies.elementfx.com/ublive/ublive.php?id=2289
公視戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=69
AXN亞洲,http://cookies.elementfx.com/ublive/ublive.php?id=1066
Trill恐怖電影,http://cookies.elementfx.com/ublive/ublive.php?id=18
龍華電影,http://cookies.elementfx.com/ublive/ublive.php?id=311
華納電影,http://cookies.elementfx.com/ublive/ublive.php?id=83
靖天戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=109
龍華洋片,http://cookies.elementfx.com/ublive/ublive.php?id=341
飢餓遊戲,http://cookies.elementfx.com/ublive/ublive.php?id=264
緯來體育,http://cookies.elementfx.com/ublive/ublive.php?id=118
緯來體育,http://cookies.elementfx.com/ublive/ublive.php?id=2732
Eleven Sport 1,http://cookies.elementfx.com/ublive/ublive.php?id=3224
Eleven Sport 2,http://cookies.elementfx.com/ublive/ublive.php?id=301
ELTA體育1,http://cookies.elementfx.com/ublive/ublive.php?id=192
ELTA體育1,http://cookies.elementfx.com/ublive/ublive.php?id=2729
ELTA體育2,http://cookies.elementfx.com/ublive/ublive.php?id=193
ELTA體育2,http://cookies.elementfx.com/ublive/ublive.php?id=2730
ELTA體育3,http://cookies.elementfx.com/ublive/ublive.php?id=194
ELTA體育3,http://cookies.elementfx.com/ublive/ublive.php?id=2731
ELTA體育3台,http://cookies.elementfx.com/ublive/ublive.php?id=2722
ELTA體育4,http://cookies.elementfx.com/ublive/ublive.php?id=2820
Z頻道,http://cookies.elementfx.com/ublive/ublive.php?id=1130
博斯無限,http://cookies.elementfx.com/ublive/ublive.php?id=381
博斯無限,http://cookies.elementfx.com/ublive/ublive.php?id=2797
博斯無限2,http://cookies.elementfx.com/ublive/ublive.php?id=426
博斯無限2,http://cookies.elementfx.com/ublive/ublive.php?id=2798
博斯運動1,http://cookies.elementfx.com/ublive/ublive.php?id=379
博斯運動2,http://cookies.elementfx.com/ublive/ublive.php?id=380
亞洲旅遊,http://cookies.elementfx.com/ublive/ublive.php?id=2299
探索頻道,http://cookies.elementfx.com/ublive/ublive.php?id=2817
探索頻道,http://cookies.elementfx.com/ublive/ublive.php?id=1035
大陸尋奇,http://cookies.elementfx.com/ublive/ublive.php?id=102
動物星球,http://cookies.elementfx.com/ublive/ublive.php?id=367
探索亞洲,http://cookies.elementfx.com/ublive/ublive.php?id=306
探索科學,http://cookies.elementfx.com/ublive/ublive.php?id=343
國家野生（英）,http://cookies.elementfx.com/ublive/ublive.php?id=1038
探索EVE,http://cookies.elementfx.com/ublive/ublive.php?id=1036
TaiwanPlus,http://cookies.elementfx.com/ublive/ublive.php?id=327
視納華仁紀實,http://cookies.elementfx.com/ublive/ublive.php?id=91
美食星球,http://cookies.elementfx.com/ublive/ublive.php?id=3073
美食星球,http://cookies.elementfx.com/ublive/ublive.php?id=1360
EYE旅遊,http://cookies.elementfx.com/ublive/ublive.php?id=1494
探索動力DMAX,http://cookies.elementfx.com/ublive/ublive.php?id=335
Globetrotter 環遊旅行家,http://cookies.elementfx.com/ublive/ublive.php?id=114
MOMO親子,http://cookies.elementfx.com/ublive/ublive.php?id=2767
MOMO親子,http://cookies.elementfx.com/ublive/ublive.php?id=1126
東森幼幼（備）,http://cookies.elementfx.com/ublive/ublive.php?id=2771
東森幼幼,http://cookies.elementfx.com/ublive/ublive.php?id=371
東森亞洲呦呦,http://cookies.elementfx.com/ublive/ublive.php?id=293
CN卡通,http://cookies.elementfx.com/ublive/ublive.php?id=107
靖洋卡通,http://cookies.elementfx.com/ublive/ublive.php?id=348
靖天卡通,http://cookies.elementfx.com/ublive/ublive.php?id=344
大愛一臺,http://cookies.elementfx.com/ublive/ublive.php?id=11
港澳頻道,#genre#
TVB翡翠,http://cookies.elementfx.com/ublive/ublive.php?id=390
TVB翡翠,http://cookies.elementfx.com/ublive/ublive.php?id=30
TVB明珠,http://cookies.elementfx.com/ublive/ublive.php?id=391
TVB明珠,http://cookies.elementfx.com/ublive/ublive.php?id=2437
TVB plus,http://cookies.elementfx.com/ublive/ublive.php?id=45
TVB plus,http://cookies.elementfx.com/ublive/ublive.php?id=394
HOY资讯台,http://cookies.elementfx.com/ublive/ublive.php?id=395
Viu TV,http://cookies.elementfx.com/ublive/ublive.php?id=2334
Viutv,http://cookies.elementfx.com/ublive/ublive.php?id=72
TVB_POPC,http://cookies.elementfx.com/ublive/ublive.php?id=2818
TVB直播,http://cookies.elementfx.com/ublive/ublive.php?id=2743
TVB J2,http://cookies.elementfx.com/ublive/ublive.php?id=392
TVB J2,http://cookies.elementfx.com/ublive/ublive.php?id=2834
NOWTV,http://cookies.elementfx.com/ublive/ublive.php?id=1246
鳳凰香港,http://cookies.elementfx.com/ublive/ublive.php?id=2810
鳳凰衛視,http://cookies.elementfx.com/ublive/ublive.php?id=2291
鳳凰衛視,http://cookies.elementfx.com/ublive/ublive.php?id=2812
鳳凰资讯,http://cookies.elementfx.com/ublive/ublive.php?id=2811
鳳凰资讯,http://cookies.elementfx.com/ublive/ublive.php?id=2292
星空衛視,http://cookies.elementfx.com/ublive/ublive.php?id=56
HKIBC,http://cookies.elementfx.com/ublive/ublive.php?id=354
HOY,http://cookies.elementfx.com/ublive/ublive.php?id=401
廣東珠江,http://cookies.elementfx.com/ublive/ublive.php?id=1034
18台,http://cookies.elementfx.com/ublive/ublive.php?id=2813
18台,http://cookies.elementfx.com/ublive/ublive.php?id=44
澳門蓮花,http://cookies.elementfx.com/ublive/ublive.php?id=70
鳳凰電影,http://cookies.elementfx.com/ublive/ublive.php?id=2814
Viutv 6,http://cookies.elementfx.com/ublive/ublive.php?id=176
創世電視,http://cookies.elementfx.com/ublive/ublive.php?id=1317
澳亞衛視,http://cookies.elementfx.com/ublive/ublive.php?id=85
Euronews English,http://cookies.elementfx.com/ublive/ublive.php?id=2342
TVB亞洲劇,http://cookies.elementfx.com/ublive/ublive.php?id=1048
TVB粵語片,http://cookies.elementfx.com/ublive/ublive.php?id=1589
TVB功夫台,http://cookies.elementfx.com/ublive/ublive.php?id=168
TVB1,http://cookies.elementfx.com/ublive/ublive.php?id=1242
TVB DRAMA,http://cookies.elementfx.com/ublive/ublive.php?id=1243
TVBJ1,http://cookies.elementfx.com/ublive/ublive.php?id=1244
TVBE,http://cookies.elementfx.com/ublive/ublive.php?id=1245
新時代東部,http://cookies.elementfx.com/ublive/ublive.php?id=1286
（時移）新時代東,http://cookies.elementfx.com/ublive/ublive.php?id=1287
新時代2,http://cookies.elementfx.com/ublive/ublive.php?id=1288
城市電視,http://cookies.elementfx.com/ublive/ublive.php?id=1289
TVB星河,http://cookies.elementfx.com/ublive/ublive.php?id=1079
TVB經典,http://cookies.elementfx.com/ublive/ublive.php?id=1083
奧運and體育,#genre#
Eleven Sport 1,http://cookies.elementfx.com/ublive/ublive.php?id=3224
Eleven Sport 2,http://cookies.elementfx.com/ublive/ublive.php?id=301
歐洲體育,http://cookies.elementfx.com/ublive/ublive.php?id=1342
魅力足球,http://cookies.elementfx.com/ublive/ublive.php?id=464
BeIN Sport News,http://cookies.elementfx.com/ublive/ublive.php?id=2402
BeIN Sport 1,http://cookies.elementfx.com/ublive/ublive.php?id=2403
BeIN Sport 2,http://cookies.elementfx.com/ublive/ublive.php?id=2404
BeIN Sport 3,http://cookies.elementfx.com/ublive/ublive.php?id=2405
BeIN Sport 4,http://cookies.elementfx.com/ublive/ublive.php?id=2406
BeIN Sport 5,http://cookies.elementfx.com/ublive/ublive.php?id=2407
BeIN Sport 6,http://cookies.elementfx.com/ublive/ublive.php?id=2408
BeIN Sport 7,http://cookies.elementfx.com/ublive/ublive.php?id=2409
BeIN Sport 8,http://cookies.elementfx.com/ublive/ublive.php?id=2410
BeIN Sport 9,http://cookies.elementfx.com/ublive/ublive.php?id=2411
BeIN Sport 10,http://cookies.elementfx.com/ublive/ublive.php?id=2412
BeIN Sport 12,http://cookies.elementfx.com/ublive/ublive.php?id=2414
Bein Sport 13,http://cookies.elementfx.com/ublive/ublive.php?id=2415
Bein Sport 15,http://cookies.elementfx.com/ublive/ublive.php?id=2416
Bein sports,http://cookies.elementfx.com/ublive/ublive.php?id=2417
Bein Sport 14,http://cookies.elementfx.com/ublive/ublive.php?id=2418
CCTV5,http://cookies.elementfx.com/ublive/ublive.php?id=204
CCTV5,http://cookies.elementfx.com/ublive/ublive.php?id=2760
J SPORTS 1,http://cookies.elementfx.com/ublive/ublive.php?id=129
J SPORTS 2,http://cookies.elementfx.com/ublive/ublive.php?id=130
J SPORTS 3,http://cookies.elementfx.com/ublive/ublive.php?id=131
J SPORTS 4,http://cookies.elementfx.com/ublive/ublive.php?id=132
GAORA SPORTS,http://cookies.elementfx.com/ublive/ublive.php?id=296
SkySports,http://cookies.elementfx.com/ublive/ublive.php?id=2352
KBSN Sports,http://cookies.elementfx.com/ublive/ublive.php?id=2353
SBS Sports,http://cookies.elementfx.com/ublive/ublive.php?id=2354
Spotv,http://cookies.elementfx.com/ublive/ublive.php?id=266
Spotv2,http://cookies.elementfx.com/ublive/ublive.php?id=267
SBS Sports,http://cookies.elementfx.com/ublive/ublive.php?id=487
NBC,http://cookies.elementfx.com/ublive/ublive.php?id=1217
CBC,http://cookies.elementfx.com/ublive/ublive.php?id=1252
TSN 1,http://cookies.elementfx.com/ublive/ublive.php?id=1273
TSN 2,http://cookies.elementfx.com/ublive/ublive.php?id=1274
TSN 3,http://cookies.elementfx.com/ublive/ublive.php?id=1275
TSN 4,http://cookies.elementfx.com/ublive/ublive.php?id=1276
TSN 5,http://cookies.elementfx.com/ublive/ublive.php?id=1277
SportNet ON,http://cookies.elementfx.com/ublive/ublive.php?id=1278
SportNet One,http://cookies.elementfx.com/ublive/ublive.php?id=1279
SportNet World,http://cookies.elementfx.com/ublive/ublive.php?id=1280
SportNet 360,http://cookies.elementfx.com/ublive/ublive.php?id=1281
Sportsnet P,http://cookies.elementfx.com/ublive/ublive.php?id=3074
BBC one,http://cookies.elementfx.com/ublive/ublive.php?id=1382
BBC two,http://cookies.elementfx.com/ublive/ublive.php?id=1385
Freesports,http://cookies.elementfx.com/ublive/ublive.php?id=1412
BT Sport 2,http://cookies.elementfx.com/ublive/ublive.php?id=166
BT Sport 3,http://cookies.elementfx.com/ublive/ublive.php?id=167
BT Sport 1,http://cookies.elementfx.com/ublive/ublive.php?id=165
Sky Sports 1,http://cookies.elementfx.com/ublive/ublive.php?id=172
Sky Sport 2,http://cookies.elementfx.com/ublive/ublive.php?id=171
Sky Sport 3,http://cookies.elementfx.com/ublive/ublive.php?id=183
Sky Sport 4,http://cookies.elementfx.com/ublive/ublive.php?id=417
Sky Sport 5,http://cookies.elementfx.com/ublive/ublive.php?id=418
sony tv,http://cookies.elementfx.com/ublive/ublive.php?id=3248
Bein Sport 4 Max,http://cookies.elementfx.com/ublive/ublive.php?id=1405
Bein Sport 5 Max,http://cookies.elementfx.com/ublive/ublive.php?id=1450
Bein Sport 2,http://cookies.elementfx.com/ublive/ublive.php?id=2366
CANAL Sport,http://cookies.elementfx.com/ublive/ublive.php?id=2234
Sky sport uno,http://cookies.elementfx.com/ublive/ublive.php?id=1597
Rai Sport,http://cookies.elementfx.com/ublive/ublive.php?id=1613
Astro Sp1,http://cookies.elementfx.com/ublive/ublive.php?id=444
ASSP1_HD,http://cookies.elementfx.com/ublive/ublive.php?id=1070
Astro Sp2,http://cookies.elementfx.com/ublive/ublive.php?id=445
Astro Sp3,http://cookies.elementfx.com/ublive/ublive.php?id=446
Astro Sp4,http://cookies.elementfx.com/ublive/ublive.php?id=3234
Astro Sp4,http://cookies.elementfx.com/ublive/ublive.php?id=447
A SPOR,http://cookies.elementfx.com/ublive/ublive.php?id=2367
BEIN SPORTS 1 HD,http://cookies.elementfx.com/ublive/ublive.php?id=2389
BEIN SPORTS 2 HD,http://cookies.elementfx.com/ublive/ublive.php?id=2390
Sport TV 1,http://cookies.elementfx.com/ublive/ublive.php?id=1779
Sport TV 2,http://cookies.elementfx.com/ublive/ublive.php?id=1785
Sport TV 3,http://cookies.elementfx.com/ublive/ublive.php?id=2135
新聞頻道,#genre#
凱米颱風,http://cookies.elementfx.com/ublive/ublive.php?id=58
HOY资讯台,http://cookies.elementfx.com/ublive/ublive.php?id=395
HKIBC,http://cookies.elementfx.com/ublive/ublive.php?id=354
三立新聞,http://cookies.elementfx.com/ublive/ublive.php?id=43
三立新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2794
三立新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2392
三立新聞+,http://cookies.elementfx.com/ublive/ublive.php?id=320
東森新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1025
東森新聞4,http://cookies.elementfx.com/ublive/ublive.php?id=2766
東森新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1358
東森新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2393
東森亞洲,http://cookies.elementfx.com/ublive/ublive.php?id=3
中天新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2394
中天新聞2台,http://cookies.elementfx.com/ublive/ublive.php?id=152
中天新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2420
民視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2395
民視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=13
TVBS新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2736
TVBS新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2
TVBS新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2396
東森財經,http://cookies.elementfx.com/ublive/ublive.php?id=2397
東森財經,http://cookies.elementfx.com/ublive/ublive.php?id=12
華視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2424
華視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1171
三立iNEWS,http://cookies.elementfx.com/ublive/ublive.php?id=2398
三立iNEWS,http://cookies.elementfx.com/ublive/ublive.php?id=6
台視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2399
台視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1
中視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2400
中視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=7
寰宇新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2401
寰宇新聞,http://cookies.elementfx.com/ublive/ublive.php?id=304
寰宇財經,http://cookies.elementfx.com/ublive/ublive.php?id=2536
公視新聞,http://cookies.elementfx.com/ublive/ublive.php?id=20
寰宇臺灣,http://cookies.elementfx.com/ublive/ublive.php?id=87
年代新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2719
年代新聞,http://cookies.elementfx.com/ublive/ublive.php?id=1099
壹新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2777
壹新聞,http://cookies.elementfx.com/ublive/ublive.php?id=494
非凡新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2795
非凡新聞（備）,http://cookies.elementfx.com/ublive/ublive.php?id=3236
非凡商業新聞,http://cookies.elementfx.com/ublive/ublive.php?id=314
台視財經,http://cookies.elementfx.com/ublive/ublive.php?id=300
運通財經,http://cookies.elementfx.com/ublive/ublive.php?id=79
SBN全球財經,http://cookies.elementfx.com/ublive/ublive.php?id=1497
鏡新聞mnews,http://cookies.elementfx.com/ublive/ublive.php?id=463
鳳凰秀,http://cookies.elementfx.com/ublive/ublive.php?id=1293
三立国際,http://cookies.elementfx.com/ublive/ublive.php?id=2285
DW德國之聲,http://cookies.elementfx.com/ublive/ublive.php?id=1059
FRANCE 24 English,http://cookies.elementfx.com/ublive/ublive.php?id=2231
新唐人亞太台,http://cookies.elementfx.com/ublive/ublive.php?id=10
CBN News,http://cookies.elementfx.com/ublive/ublive.php?id=499
TRTWORLD,http://cookies.elementfx.com/ublive/ublive.php?id=1022
Bloomberg Business,http://cookies.elementfx.com/ublive/ublive.php?id=1046
Al Jazeera,http://cookies.elementfx.com/ublive/ublive.php?id=1144
Bloomberg Quicktake,http://cookies.elementfx.com/ublive/ublive.php?id=370
Euronews English,http://cookies.elementfx.com/ublive/ublive.php?id=2342
CGTN English,http://cookies.elementfx.com/ublive/ublive.php?id=2362
CGTN Documentary,http://cookies.elementfx.com/ublive/ublive.php?id=2363
CGTN Français,http://cookies.elementfx.com/ublive/ublive.php?id=2364
CGTN Español,http://cookies.elementfx.com/ublive/ublive.php?id=317
CGTN العربية,http://cookies.elementfx.com/ublive/ublive.php?id=1004
NHK WORLD,http://cookies.elementfx.com/ublive/ublive.php?id=1394
United Nations,http://cookies.elementfx.com/ublive/ublive.php?id=184
CANAL 24,http://cookies.elementfx.com/ublive/ublive.php?id=115
Channels,http://cookies.elementfx.com/ublive/ublive.php?id=1495
ABC News Australia,http://cookies.elementfx.com/ublive/ublive.php?id=2769
GB News,http://cookies.elementfx.com/ublive/ublive.php?id=77
FRANCE 24,http://cookies.elementfx.com/ublive/ublive.php?id=1042
CNN Indonesia,http://cookies.elementfx.com/ublive/ublive.php?id=1145
影視頻道,#genre#
八大精彩,http://cookies.elementfx.com/ublive/ublive.php?id=1024
龍華日韓,http://cookies.elementfx.com/ublive/ublive.php?id=382
東森戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=2825
東森戲劇,http://cookies.elementfx.com/ublive/ublive.php?id=321
